club,name,position,age,overall,nationality,image,Unnamed: 7
West Ham,Lucas Paquetá,MEI MC ME,25,81,Brazil,/233/927/24_180.png,
West Ham,M. Kudus,MD MEI,22,80,Ghana,/245/155/24_180.png,
West Ham,J. Bowen,MD PD,26,79,England,/224/371/24_180.png,
West Ham,N. Aguerd,ZAG,27,79,Morocco,/244/749/24_180.png,
West Ham,T. Souček,VOL MC MEI,28,79,Czech Republic,/236/792/24_180.png,
West Ham,K. Zouma,ZAG,28,79,France,/204/311/24_180.png,
West Ham,Ł. Fabiański,GOL,38,79,Poland,/164/835/24_180.png,
West Ham,J. Ward-Prowse,MC VOL MEI,28,78,England,/205/569/24_180.png,
West Ham,M. Antonio,ATA,33,78,Jamaica,/190/717/24_180.png,
West Ham,V. Coufal,LD,30,78,Czech Republic,/244/470/24_180.png,
West Ham,S. Benrahma,ME MEI,27,78,Algeria,/220/621/24_180.png,
West Ham,A. Areola,GOL,30,78,France,/193/105/24_180.png,
West Ham,K. Mavropanos,ZAG LD,25,78,Greece,/242/000/24_180.png,
West Ham,Emerson,LE,28,77,Italy,/210/736/24_180.png,
West Ham,Pablo Fornals,ME MEI,27,77,Spain,/226/456/24_180.png,
West Ham,D. Ings,ATA,30,77,England,/195/859/24_180.png,
West Ham,A. Cresswell,LE ZAG,33,77,England,/189/615/24_180.png,
West Ham,A. Ogbonna,ZAG,35,76,Italy,/183/855/24_180.png,
West Ham,T. Kehrer,ZAG LD,26,76,Germany,/226/229/24_180.png,
West Ham,M. Cornet,ME ATA,26,76,Ivory Coast,/215/798/24_180.png,
West Ham,B. Johnson,LD LE ZAG,23,74,England,/241/842/24_180.png,
West Ham,F. Downes,VOL MC,24,71,England,/240/097/24_180.png,
West Ham,A. Irving,MC MEI VOL,23,69,Scotland,/242/271/24_180.png,
West Ham,Luizão,ZAG,21,69,Brazil,/272/936/24_180.png,
West Ham,C. Coventry,VOL MC,23,67,Ireland,/240/863/24_180.png,
West Ham,N. Trott,GOL,24,65,England,/238/060/24_180.png,
West Ham,J. Anang,GOL,23,64,England,/244/191/24_180.png,
West Ham,F. Potts,VOL MC,19,62,England,/264/579/24_180.png,
West Ham,S. Moore,ME MD,17,61,Ireland,/276/460/24_180.png,
West Ham,K. Swyer,MEI ME,20,60,England,/274/094/24_180.png,
West Ham,D. Chesters,MD ME LD,21,59,England,/264/580/24_180.png,
West Ham,G. Kodua,MD,18,58,England,/278/102/24_180.png,
West Ham,O. Scarles,VOL LE,17,58,England,/274/102/24_180.png,
West Ham,T. Nevers,ATA ME,21,58,England,/255/200/24_180.png,
West Ham,D. Mubama,ATA,18,57,England,/271/227/24_180.png,
West Ham,G. Earthy,MEI,18,56,England,/278/097/24_180.png,
West Ham,K. Casey,ZAG,18,55,England,/278/098/24_180.png,
West Ham,K. Hegyi,GOL,20,53,Hungary,/274/104/24_180.png,
Newcastle,K. Trippier,LD,32,85,England,/186/345/24_180.png,
Newcastle,N. Pope,GOL,31,84,England,/203/841/24_180.png,
Newcastle,Bruno Guimarães,MC VOL,25,84,Brazil,/247/851/24_180.png,
Newcastle,S. Botman,ZAG,23,83,Netherlands,/251/809/24_180.png,
Newcastle,Joelinton,MC PE,26,82,Brazil,/223/334/24_180.png,
Newcastle,A. Isak,ATA PE,23,82,Sweden,/233/731/24_180.png,
Newcastle,C. Wilson,ATA,31,82,England,/196/978/24_180.png,
Newcastle,F. Schär,ZAG,31,82,Switzerland,/210/047/24_180.png,
Newcastle,M. Almirón,PD,29,81,Paraguay,/230/977/24_180.png,
Newcastle,H. Barnes,PE ME,25,80,England,/234/742/24_180.png,
Newcastle,D. Burn,ZAG LE,31,79,England,/198/032/24_180.png,
Newcastle,S. Longstaff,MC,25,78,England,/237/161/24_180.png,
Newcastle,M. Dúbravka,GOL,34,78,Slovakia,/220/407/24_180.png,
Newcastle,J. Willock,MC,23,78,England,/237/329/24_180.png,
Newcastle,A. Gordon,PE PD,22,77,England,/242/964/24_180.png,
Newcastle,J. Murphy,PD MD,28,76,England,/206/085/24_180.png,
Newcastle,M. Targett,LE,27,76,England,/218/659/24_180.png,
Newcastle,J. Lascelles,ZAG,29,76,England,/203/487/24_180.png,
Newcastle,T. Livramento,LD,20,74,England,/262/118/24_180.png,
Newcastle,E. Krafth,LD ZAG,28,73,Sweden,/207/650/24_180.png,
Newcastle,P. Dummett,ZAG LE,31,73,Wales,/204/355/24_180.png,
Newcastle,R. Fraser,PD PE,29,73,Scotland,/207/807/24_180.png,
Newcastle,L. Karius,GOL,30,72,Germany,/203/775/24_180.png,
Newcastle,Manquillo,LD LD,29,72,Spain,/210/972/24_180.png,
Newcastle,M. Ritchie,ME LE,33,72,Scotland,/186/395/24_180.png,
Newcastle,E. Anderson,MC PE,20,72,Scotland,/254/243/24_180.png,
Newcastle,J. Lewis,LE,25,71,Northern Ireland,/231/292/24_180.png,
Newcastle,I. Hayden,VOL MC ZAG,28,71,England,/206/115/24_180.png,
Newcastle,Y. Minteh,PD PE,18,68,Gambia,/271/800/24_180.png,
Newcastle,J. Hendrick,MC VOL,31,68,Ireland,/200/478/24_180.png,
Newcastle,K. Watts,ZAG,23,66,England,/244/277/24_180.png,
Newcastle,M. Gillespie,GOL,31,66,England,/198/039/24_180.png,
Newcastle,G. Kuol,ME MD,18,64,Australia,/268/460/24_180.png,
Newcastle,H. Ashby,LD LD,21,63,Scotland,/258/805/24_180.png,
Newcastle,A. Murphy,ZAG LE,19,63,Ireland,/270/617/24_180.png,
Newcastle,L. Miley,MC VOL MEI,17,63,England,/274/246/24_180.png,
Newcastle,J. White,MEI MC,20,60,England,/254/135/24_180.png,
Newcastle,M. Bondswell,LE LE,21,60,England,/261/517/24_180.png,
Newcastle,J. Turner-Cooke,MC MEI MD,19,59,England,/268/910/24_180.png,
Newcastle,A. Diallo,PE PD,20,57,England,/258/513/24_180.png,
Newcastle,B. Parkinson,PD ATA,18,57,England,/275/876/24_180.png,
Newcastle,J. Miley,MC VOL,19,56,England,/271/822/24_180.png,
Newcastle,M. Thompson,GOL,18,56,England,/270/357/24_180.png,
Southampton,K. Walker-Peters,LD LE,26,76,England,/227/927/24_180.png,
Southampton,R. Perraud,LE LE,25,75,France,/231/318/24_180.png,
Southampton,J. Bednarek,ZAG,27,74,Poland,/220/570/24_180.png,
Southampton,C. Adams,ATA,26,74,Scotland,/226/093/24_180.png,
Southampton,K. Sulemana,PE ME ATA,21,74,Ghana,/256/035/24_180.png,
Southampton,R. Manning,LE LE,27,74,Ireland,/226/012/24_180.png,
Southampton,J. Stephens,ZAG,29,74,England,/202/697/24_180.png,
Southampton,A. Bella Kotchap,ZAG,21,74,Germany,/247/497/24_180.png,
Southampton,D. Ćaleta-Car,ZAG,26,74,Croatia,/225/263/24_180.png,
Southampton,P. Onuachu,ATA,29,74,Nigeria,/212/382/24_180.png,
Southampton,S. Armstrong,MC MD,31,73,Scotland,/202/282/24_180.png,
Southampton,J. Aribo,MC MEI,26,73,Nigeria,/231/044/24_180.png,
Southampton,C. Alcaraz,MEI MC ATA,20,73,Argentina,/256/402/24_180.png,
Southampton,A. Armstrong,ATA PE MC,26,72,England,/221/841/24_180.png,
Southampton,R. Stewart,ATA,26,72,Scotland,/244/319/24_180.png,
Southampton,A. McCarthy,GOL,33,71,England,/189/324/24_180.png,
Southampton,J. Lumley,GOL,28,70,England,/217/096/24_180.png,
Southampton,S. Mara,ATA,20,70,France,/257/612/24_180.png,
Southampton,G. Bazunu,GOL,21,70,Ireland,/243/585/24_180.png,
Southampton,J. Bree,LD LD,25,70,England,/222/156/24_180.png,
Southampton,W. Smallbone,MC MEI MD,23,69,Ireland,/237/916/24_180.png,
Southampton,S. Edozie,PE ME PD,20,67,England,/263/953/24_180.png,
Southampton,S. Charles,VOL ZAG MC,19,66,Northern Ireland,/276/695/24_180.png,
Southampton,D. Simeu,ZAG,21,63,England,/248/469/24_180.png,
Southampton,J. Vokins,LE,23,62,England,/236/325/24_180.png,
Southampton,Juan Larios,LE,19,60,Spain,/271/669/24_180.png,
Southampton,S. Amo-Ameyaw,PE PD,16,60,England,/277/561/24_180.png,
Southampton,N. Lawrence,ZAG VOL,20,60,England,/276/120/24_180.png,
Southampton,D. Ballard,ATA,18,60,England,/271/530/24_180.png,
Southampton,R. Finnigan,MC VOL,19,58,England,/260/929/24_180.png,
Southampton,J. Meghoma,LE,17,55,England,/278/957/24_180.png,
Southampton,L. Payne,LD,19,54,England,/268/788/24_180.png,
Southampton,J. Bycroft,GOL,21,54,England,/258/943/24_180.png,
Southampton,K. Doyle,MEI,17,53,England,/277/922/24_180.png,
Aston Villa,E. Martínez,GOL,30,85,Argentina,/202/811/24_180.png,
Aston Villa,M. Diaby,MD ATA ATA,23,84,France,/241/852/24_180.png,
Aston Villa,Pau Torres,ZAG,26,83,Spain,/241/464/24_180.png,
Aston Villa,Y. Tielemans,MC VOL,26,82,Belgium,/216/393/24_180.png,
Aston Villa,B. Kamara,VOL MC,23,81,France,/236/987/24_180.png,
Aston Villa,Diego Carlos,ZAG,30,81,Brazil,/219/693/24_180.png,
Aston Villa,E. Konsa,ZAG LD,25,80,England,/227/678/24_180.png,
Aston Villa,O. Watkins,ATA,27,80,England,/221/697/24_180.png,
Aston Villa,Douglas Luiz,VOL MC,25,80,Brazil,/236/499/24_180.png,
Aston Villa,N. Zaniolo,MD ATA,23,80,Italy,/238/067/24_180.png,
Aston Villa,Álex Moreno,LE,30,80,Spain,/217/036/24_180.png,
Aston Villa,E. Buendía,MD MEI,26,80,Argentina,/226/162/24_180.png,
Aston Villa,L. Bailey,MD ATA PD,25,79,Jamaica,/229/906/24_180.png,
Aston Villa,L. Digne,LE,29,79,France,/200/458/24_180.png,
Aston Villa,J. McGinn,MC MD VOL,28,79,Scotland,/210/881/24_180.png,
Aston Villa,T. Mings,ZAG,30,79,England,/212/419/24_180.png,
Aston Villa,M. Cash,LD LD MD,25,79,Poland,/227/174/24_180.png,
Aston Villa,J. Ramsey,ME MC MD,22,78,England,/246/923/24_180.png,
Aston Villa,C. Lenglet,ZAG,28,77,France,/220/440/24_180.png,
Aston Villa,M. Sanson,MC MEI ME,28,76,France,/210/896/24_180.png,
Aston Villa,B. Traoré,MD PD,27,75,Burkina Faso,/207/948/24_180.png,
Aston Villa,R. Olsen,GOL,33,75,Sweden,/207/557/24_180.png,
Aston Villa,L. Dendoncker,MC VOL,28,75,Belgium,/212/501/24_180.png,
Aston Villa,C. Chambers,ZAG LD VOL,28,74,England,/205/989/24_180.png,
Aston Villa,K. Hause,ZAG,27,72,England,/210/635/24_180.png,
Aston Villa,F. Azaz,MEI MD MC,22,69,Ireland,/252/066/24_180.png,
Aston Villa,T. Iroegbunam,VOL MC,20,67,England,/266/609/24_180.png,
Aston Villa,J. Durán,ATA,19,67,Colombia,/247/172/24_180.png,
Aston Villa,K. Kesler-Hayden,LD LE LD,20,66,England,/261/335/24_180.png,
Aston Villa,L. Barry,ME PE ATA,20,64,England,/258/932/24_180.png,
Aston Villa,L. Bogarde,VOL MC ZAG,19,63,Netherlands,/264/209/24_180.png,
Aston Villa,B. Chrisene,LE LE,19,62,England,/256/556/24_180.png,
Aston Villa,V. Sinisalo,GOL,21,62,Finland,/258/928/24_180.png,
Aston Villa,T. O'Reilly,MC MEI MD,19,61,Ireland,/267/849/24_180.png,
Aston Villa,S. Revan,LE ZAG,19,61,England,/275/599/24_180.png,
Aston Villa,T. Patterson,ME LE,17,59,England,/275/266/24_180.png,
Aston Villa,O. Zych,GOL,19,59,Poland,/271/411/24_180.png,
Aston Villa,O. Kellyman,MEI PD PE,17,58,Northern Ireland,/278/017/24_180.png,
Aston Villa,J. Feeney,ZAG,18,57,England,/268/550/24_180.png,
Aston Villa,K. Young,ME MD,17,57,England,/274/348/24_180.png,
Aston Villa,F. Marschall,GOL,20,57,England,/268/583/24_180.png,
Aston Villa,C. Afoka,PE,19,56,England,/278/022/24_180.png,
Wolves,José Sá,GOL,30,79,Portugal,/212/442/24_180.png,
Wolves,Nélson Semedo,LD LD,29,79,Portugal,/227/928/24_180.png,
Wolves,Gonçalo Guedes,ATA ME,26,79,Portugal,/224/411/24_180.png,
Wolves,Pedro Neto,PD ME PE,23,78,Portugal,/238/616/24_180.png,
Wolves,Matheus Cunha,ATA MEI ATA,24,78,Brazil,/240/243/24_180.png,
Wolves,M. Lemina,VOL MC,29,78,Gabon,/212/811/24_180.png,
Wolves,M. Kilman,ZAG,26,77,England,/245/336/24_180.png,
Wolves,Hwang Hee Chan,PE ATA PD,27,77,South Korea,/226/380/24_180.png,
Wolves,Pablo Sarabia,PD ATA PE,31,77,Spain,/198/950/24_180.png,
Wolves,S. Kalajdžić,ATA,25,77,Austria,/239/901/24_180.png,
Wolves,S. Bueno,ZAG,24,77,Uruguay,/237/658/24_180.png,
Wolves,C. Dawson,ZAG,33,77,England,/194/806/24_180.png,
Wolves,João Gomes,VOL MC,22,76,Brazil,/273/463/24_180.png,
Wolves,Toti Gomes,ZAG LE,24,76,Portugal,/258/607/24_180.png,
Wolves,R. Aït-Nouri,LE LE,22,76,Algeria,/242/641/24_180.png,
Wolves,J. Bellegarde,MC VOL PE,25,75,France,/235/456/24_180.png,
Wolves,Jonny,LE LE LD,29,75,Spain,/210/455/24_180.png,
Wolves,M. Doherty,LD LD,31,75,Ireland,/201/417/24_180.png,
Wolves,D. Bentley,GOL,29,73,England,/198/350/24_180.png,
Wolves,Fábio Silva,ATA,20,73,Portugal,/252/037/24_180.png,
Wolves,Hugo Bueno,LE LE,20,73,Spain,/261/224/24_180.png,
Wolves,Chiquinho,MD ME,23,69,Portugal,/262/416/24_180.png,
Wolves,Y. Mosquera,ZAG,22,68,Colombia,/256/666/24_180.png,
Wolves,B. Traoré,VOL MC,21,68,Mali,/252/975/24_180.png,
Wolves,L. Cundle,MC MEI PD,21,67,England,/253/461/24_180.png,
Wolves,K. Hoever,LD LD,21,67,Netherlands,/246/763/24_180.png,
Wolves,T. Corbeanu,MD ME,21,67,Canada,/258/758/24_180.png,
Wolves,N. Lonwijk,ZAG,20,66,Netherlands,/261/225/24_180.png,
Wolves,B. Bolla,LD LD,23,66,Hungary,/263/233/24_180.png,
Wolves,Bruno Jordão,MC VOL,24,64,Portugal,/240/175/24_180.png,
Wolves,T. King,GOL,28,64,Wales,/225/650/24_180.png,
Wolves,C. Campbell,ME,20,64,Wales,/254/113/24_180.png,
Wolves,D. Lembikisa,LD LE,19,63,Jamaica,/265/484/24_180.png,
Wolves,E. González,PD MD,18,61,Paraguay,/274/377/24_180.png,
Wolves,J. Hodge,MC VOL,20,61,Ireland,/261/032/24_180.png,
Wolves,T. Roberts,PE PD,19,59,Jamaica,/265/496/24_180.png,
Wolves,N. Fraser,ATA,18,59,Ireland,/267/871/24_180.png,
Wolves,H. Griffiths,VOL MC,19,58,England,/271/216/24_180.png,
Wolves,A. Pond,ZAG,19,56,England,/264/622/24_180.png,
Wolves,O. Tipton,ZAG VOL,19,55,England,/265/527/24_180.png,
Crystal Palace,E. Eze,MEI MC ME,25,80,England,/235/794/24_180.png,
Crystal Palace,J. Andersen,ZAG,27,79,Denmark,/224/221/24_180.png,
Crystal Palace,D. Henderson,GOL,26,79,England,/233/306/24_180.png,
Crystal Palace,M. Guéhi,ZAG,22,78,England,/241/159/24_180.png,
Crystal Palace,C. Doucouré,VOL MC,23,78,Mali,/242/619/24_180.png,
Crystal Palace,M. Olise,MD PD MEI,21,78,France,/247/827/24_180.png,
Crystal Palace,J. Lerma,VOL MC,28,77,Colombia,/213/991/24_180.png,
Crystal Palace,S. Johnstone,GOL,30,77,England,/206/075/24_180.png,
Crystal Palace,O. Edouard,ATA,25,76,France,/233/866/24_180.png,
Crystal Palace,R. Holding,ZAG,27,76,England,/228/295/24_180.png,
Crystal Palace,J. Schlupp,ME VOL MC,30,76,Ghana,/200/759/24_180.png,
Crystal Palace,T. Mitchell,LE,23,76,England,/240/947/24_180.png,
Crystal Palace,J. Mateta,ATA,26,75,France,/236/461/24_180.png,
Crystal Palace,W. Hughes,MC VOL,28,74,England,/206/516/24_180.png,
Crystal Palace,C. Richards,ZAG,23,74,United States,/250/954/24_180.png,
Crystal Palace,J. Ayew,MD PD,31,74,Ghana,/197/756/24_180.png,
Crystal Palace,J. Riedewald,VOL MC,26,73,Netherlands,/221/269/24_180.png,
Crystal Palace,J. Ward,LD,33,73,England,/186/392/24_180.png,
Crystal Palace,N. Clyne,LD,32,73,England,/190/456/24_180.png,
Crystal Palace,J. Rak-Sakyi,MD PD,20,71,England,/264/035/24_180.png,
Crystal Palace,J. Tomkins,ZAG,34,71,England,/173/546/24_180.png,
Crystal Palace,N. Ahamada,MC,21,70,France,/259/205/24_180.png,
Crystal Palace,Matheus França,MEI ME MD,19,68,Brazil,/265/420/24_180.png,
Crystal Palace,M. Ebiowei,MD PD,19,66,England,/267/611/24_180.png,
Crystal Palace,K. Phillips,MC MEI,21,66,Ireland,/261/300/24_180.png,
Crystal Palace,N. Ferguson,LE LD,22,65,England,/242/752/24_180.png,
Crystal Palace,R. Matthews,GOL,29,64,England,/203/824/24_180.png,
Crystal Palace,S. Banks,MD,21,63,Scotland,/255/312/24_180.png,
Crystal Palace,O. Goodman,GOL,19,62,England,/276/806/24_180.png,
Crystal Palace,L. Plange,ATA,20,62,England,/265/793/24_180.png,
Crystal Palace,M. Boateng,VOL,20,60,England,/277/052/24_180.png,
Crystal Palace,J. Gordon,ATA PE,20,58,England,/273/464/24_180.png,
Crystal Palace,T. Adaramola,LE,19,58,Ireland,/267/476/24_180.png,
Crystal Palace,J. Whitworth,GOL,19,57,England,/271/191/24_180.png,
Crystal Palace,J. Wells-Morrison,MC VOL,19,57,England,/264/113/24_180.png,
Crystal Palace,V. Akinwale,ATA,18,56,England,/271/192/24_180.png,
Crystal Palace,D. Ozoh,VOL MC,18,56,England,/273/693/24_180.png,
Crystal Palace,K. Rodney,VOL LD,18,56,England,/276/718/24_180.png,
Crystal Palace,S. Grehan,ZAG,19,55,Ireland,/261/988/24_180.png,
Crystal Palace,K. Balmer,ZAG,22,55,Northern Ireland,/273/692/24_180.png,
West Bromwich,J. Wallace,MD MEI,29,75,England,/205/970/24_180.png,
West Bromwich,J. Swift,MEI MC,28,74,England,/211/506/24_180.png,
West Bromwich,O. Yokuşlu,VOL MC,29,73,Turkey,/205/201/24_180.png,
West Bromwich,J. Maja,ATA MEI,24,73,Nigeria,/235/161/24_180.png,
West Bromwich,Pipa,LD LD MD,25,72,Spain,/244/625/24_180.png,
West Bromwich,J. Molumby,VOL MC,23,71,Ireland,/236/344/24_180.png,
West Bromwich,D. Furlong,LD LD,27,71,England,/223/877/24_180.png,
West Bromwich,C. Townsend,LE LE,30,71,England,/203/751/24_180.png,
West Bromwich,N. Chalobah,VOL MC,28,71,England,/205/897/24_180.png,
West Bromwich,A. Mowatt,MC VOL,28,71,England,/213/798/24_180.png,
West Bromwich,E. Pieters,ZAG LE,34,71,Netherlands,/178/567/24_180.png,
West Bromwich,D. Dike,ATA,23,71,United States,/255/043/24_180.png,
West Bromwich,K. Grant,ATA ME,25,71,England,/225/668/24_180.png,
West Bromwich,S. Ajayi,ZAG,29,70,Nigeria,/207/952/24_180.png,
West Bromwich,M. Kelly,ZAG LD,33,70,England,/184/037/24_180.png,
West Bromwich,K. Bartley,ZAG,32,70,England,/186/158/24_180.png,
West Bromwich,M. Phillips,ME MD,32,69,Scotland,/188/166/24_180.png,
West Bromwich,G. Diangana,ME MD,25,69,Democratic Republic Congo,/231/436/24_180.png,
West Bromwich,A. Palmer,GOL,26,69,England,/223/909/24_180.png,
West Bromwich,C. Kipré,ZAG,26,69,Ivory Coast,/235/458/24_180.png,
West Bromwich,A. Reach,LE LE MC,30,68,England,/204/215/24_180.png,
West Bromwich,T. Gardner-Hickman,MC VOL LD,21,68,England,/263/678/24_180.png,
West Bromwich,B. Thomas-Asante,ATA MD ME,24,68,England,/235/744/24_180.png,
West Bromwich,C. Taylor,ZAG,20,67,England,/263/685/24_180.png,
West Bromwich,J. Sarmiento,MD ME MEI,21,67,Ecuador,/263/522/24_180.png,
West Bromwich,J. Griffiths,GOL,21,64,England,/252/773/24_180.png,
West Bromwich,Z. Ashworth,LE LE,20,62,Wales,/263/906/24_180.png,
West Bromwich,R. Tulloch,ME PE,22,61,England,/241/382/24_180.png,
West Bromwich,R. Cleary,ATA,19,60,England,/271/560/24_180.png,
West Bromwich,M. Faal,ATA,20,59,Gambia,/275/006/24_180.png,
West Bromwich,J. Malcolm,ATA MD,20,59,England,/264/445/24_180.png,
West Bromwich,T. Fellows,ME MEI,20,59,England,/264/371/24_180.png,
West Bromwich,E. Ingram,LD,20,57,England,/263/684/24_180.png,
West Bromwich,A. Higgins,ATA PD PE,17,54,England,/278/925/24_180.png,
West Bromwich,J. Shaw,LE LE,19,54,England,/278/960/24_180.png,
West Bromwich,H. Whitwell,MC,17,53,England,/278/998/24_180.png,
West Bromwich,J. Andrews,MC MEI,20,53,England,/273/729/24_180.png,
West Bromwich,T. Cann,GOL,22,52,England,/263/907/24_180.png,
Birmingham,K. Bielik,VOL MC,25,72,Poland,/224/763/24_180.png,
Birmingham,J. Ruddy,GOL,36,71,England,/163/600/24_180.png,
Birmingham,S. Dembélé,ME ATA,26,71,Scotland,/239/350/24_180.png,
Birmingham,E. Laird,LD LD,21,71,England,/246/159/24_180.png,
Birmingham,K. Miyoshi,MD MEI ME,26,70,Japan,/233/151/24_180.png,
Birmingham,K. Long,ZAG,32,70,Ireland,/194/146/24_180.png,
Birmingham,J. Bacuna,VOL MC,25,70,Curacao,/226/677/24_180.png,
Birmingham,I. Šunjić,VOL MC,26,70,Croatia,/244/271/24_180.png,
Birmingham,K. Anderson,ME MEI,28,69,England,/227/686/24_180.png,
Birmingham,O. Burke,ATA MD,26,69,Scotland,/225/632/24_180.png,
Birmingham,S. Hogan,ATA,31,68,Ireland,/215/374/24_180.png,
Birmingham,L. Buchanan,LE ZAG,22,68,England,/247/385/24_180.png,
Birmingham,D. Sanderson,ZAG,23,68,England,/243/612/24_180.png,
Birmingham,T. Roberts,MEI ATA MD,24,68,Wales,/228/815/24_180.png,
Birmingham,M. Roberts,ZAG,32,67,England,/228/829/24_180.png,
Birmingham,E. Aiwu,ZAG VOL,22,67,Austria,/243/442/24_180.png,
Birmingham,G. Hall,MEI MC,18,66,England,/266/155/24_180.png,
Birmingham,J. Stansfield,ATA,20,66,England,/255/206/24_180.png,
Birmingham,N. Etheridge,GOL,33,66,Philippines,/193/186/24_180.png,
Birmingham,L. Jutkiewicz,ATA,34,66,England,/176/841/24_180.png,
Birmingham,E. Longelo,LE LE,22,65,England,/256/216/24_180.png,
Birmingham,G. Gardner,MC VOL,31,64,England,/192/320/24_180.png,
Birmingham,A. Chang,VOL MC,20,63,England,/271/445/24_180.png,
Birmingham,J. James,MC MD,18,63,Wales,/265/514/24_180.png,
Birmingham,J. Williams,LD LD,20,61,England,/271/462/24_180.png,
Birmingham,J. Andrews,ATA,21,61,England,/256/786/24_180.png,
Birmingham,Z. Jeacock,GOL,22,58,England,/250/865/24_180.png,
Birmingham,M. Oakley,LD LD,20,57,England,/264/117/24_180.png,
Birmingham,J. Dixon,ATA,18,56,England,/278/316/24_180.png,
Birmingham,B. Khela,MEI MC,18,55,England,/270/113/24_180.png,
Birmingham,R. Patterson,MEI MC,19,54,England,/276/439/24_180.png,
Blackburn,A. Sigurðsson,ME MEI ATA,24,73,Iceland,/238/196/24_180.png,
Blackburn,S. Szmodics,MEI ATA ATA,27,72,Ireland,/220/139/24_180.png,
Blackburn,D. Hyam,ZAG,27,72,Scotland,/221/281/24_180.png,
Blackburn,S. Tronstad,VOL MC,27,71,Norway,/212/099/24_180.png,
Blackburn,L. Travis,VOL MC,25,71,England,/234/319/24_180.png,
Blackburn,J. Buckley,VOL MEI MC,23,71,England,/242/749/24_180.png,
Blackburn,H. Carter,ZAG LD,23,70,England,/242/751/24_180.png,
Blackburn,C. Brittain,LD LD,25,70,England,/232/185/24_180.png,
Blackburn,R. Hedges,MD MEI,27,70,Wales,/218/343/24_180.png,
Blackburn,H. Pickering,LE LE,24,70,England,/235/770/24_180.png,
Blackburn,S. Wharton,ZAG,25,69,England,/231/540/24_180.png,
Blackburn,J. Rankin-Costello,LD LD,23,69,England,/238/336/24_180.png,
Blackburn,T. Dolan,ME MD ATA,21,69,England,/257/063/24_180.png,
Blackburn,S. Gallagher,ATA MD,27,69,England,/213/905/24_180.png,
Blackburn,L. Wahlstedt,GOL,23,68,Sweden,/243/158/24_180.png,
Blackburn,A. Pears,GOL,25,67,England,/240/595/24_180.png,
Blackburn,N. Ennis,ATA ME,24,67,England,/234/177/24_180.png,
Blackburn,A. Wharton,VOL MC,19,67,England,/259/240/24_180.png,
Blackburn,J. Hill,ZAG LD,21,66,England,/248/492/24_180.png,
Blackburn,D. Markanday,MD PD,21,65,England,/246/349/24_180.png,
Blackburn,A. Moran,MEI ME,19,65,Ireland,/264/120/24_180.png,
Blackburn,H. Leonard,ATA,19,64,England,/264/746/24_180.png,
Blackburn,J. Garrett,VOL MC,20,63,England,/256/358/24_180.png,
Blackburn,S. Telalovic,ATA,23,62,Germany,/273/771/24_180.png,
Blackburn,J. Vale,ATA ME,22,61,Wales,/243/167/24_180.png,
Blackburn,S. Barnes,ZAG,22,59,England,/248/534/24_180.png,
Blackburn,Z. Gilsenan,MEI MC,20,58,Ireland,/256/366/24_180.png,
Blackburn,J. Eastham,GOL,21,58,England,/256/965/24_180.png,
Blackburn,E. Walker,ME LE,20,57,England,/253/227/24_180.png,
Blackburn,J. Hilton,GOL,23,57,England,/251/522/24_180.png,
Blackburn,P. Gamble,ZAG,19,57,England,/277/556/24_180.png,
Blackburn,G. Gent,LE LE ME,19,54,England,/264/734/24_180.png,
Blackburn,T. Atcheson,ZAG,16,52,Northern Ireland,/278/920/24_180.png,
Blackburn,J. Batty,LE,18,52,England,/274/959/24_180.png,
Bournemouth,T. Adams,VOL MC,24,78,United States,/232/999/24_180.png,
Bournemouth,Neto,GOL,33,78,Brazil,/194/404/24_180.png,
Bournemouth,J. Kluivert,MD ME,24,77,Netherlands,/236/920/24_180.png,
Bournemouth,P. Billing,MC MEI,27,77,Denmark,/220/714/24_180.png,
Bournemouth,R. Faivre,MD MC MEI,24,77,France,/242/577/24_180.png,
